Event_name,Location,Depth,Magnitude
B200612100043A,-18.74 -178.01,572.3,4.8
C200612100318A,10.02 140.42,22.5,5.3
C200612101528A,29.76 130.52,35.0,5.3
C200612110908A,55.76 110.05,10.0,4.9
C200612110924A,21.94 143.02,33.0,5.3
C200612120635A,-5.04 151.15,134.4,4.7
C200612120937A,6.43 125.90,103.9,5.0
C200612121548A,3.73 124.68,213.5,6.0
C200612122232A,46.24 152.99,23.4,5.0
C200612122308A,-41.39 -86.00,10.0,4.9
C200612122340A,-41.45 -86.21,10.0,4.8
C200612130157A,46.17 152.97,10.0,5.2
C200612130211A,46.21 153.02,7.1,5.1
C200612130816A,-35.18 -104.46,10.0,0.0
C200612131140A,46.21 154.44,10.0,5.1
C200612131404A,10.08 140.42,36.9,4.9
C200612131446A,-0.72 122.00,20.4,4.9
C200612131702A,20.89 119.89,24.5,5.1
C200612131825A,-57.68 -25.29,63.9,5.1
C200612131858A,-24.12 -115.51,10.0,5.3
C200612151319A,13.82 51.66,10.0,4.8
C200612151659A,46.41 153.04,10.0,5.7
C200612151701A,46.39 153.06,10.0,5.5
C200612152357A,-35.33 -105.75,10.0,5.3
C200612170841A,46.82 153.02,10.0,4.8
C200612171240A,-21.17 -174.57,23.6,5.0
C200612171251A,-21.26 -174.47,14.3,5.5
C200612172110A,4.82 95.02,36.0,5.7
C200612172139A,0.63 99.86,30.0,5.5
C200612181659A,13.39 145.89,41.8,5.3
C200612182346A,-6.81 154.58,61.9,4.8
C200612191248A,2.46 98.02,66.0,5.2
C200612191958A,-20.98 -174.22,10.0,5.3
C200612201706A,14.24 -89.50,10.0,4.7
C200612202355A,13.27 125.81,24.6,5.4
C200612210907A,12.04 43.55,10.0,5.0
C200612211830A,39.32 23.60,23.0,4.6
C200612221106A,3.27 125.28,178.4,5.1
B200612221351A,-17.66 -178.58,570.1,5.3
C200612221950A,10.65 92.36,24.0,5.7
C200612230153A,-54.39 158.87,10.0,5.0
C200612231054A,-2.70 134.05,35.7,5.2
C200612231728A,24.77 122.26,28.4,4.9
C200612231756A,46.84 155.42,10.0,4.9
C200612232259A,-6.78 105.64,30.0,5.4
C200612240158A,39.61 74.54,35.0,5.0
C200612240507A,-4.55 153.16,62.8,5.6
B200612240801A,-6.80 116.51,518.8,5.3
C200612240946A,-5.10 144.88,62.0,5.3
C200612241426A,51.71 178.89,66.5,5.1
C200612241739A,-2.12 139.04,29.0,5.8
C200612242137A,-28.75 -112.75,10.0,0.0
C200612250323A,-3.02 141.77,35.0,5.0
C200612252001A,42.16 76.16,11.6,5.7
C200612260111A,-24.78 -177.20,50.6,5.1
C200612260729A,-38.22 112.03,10.0,5.0
C200612261226A,21.80 120.55,10.0,6.4
C200612261234A,21.97 120.49,10.0,6.5
C200612261519A,48.32 154.84,10.0,5.7
C200612262238A,-54.83 147.54,10.0,5.0
C200612262256A,2.93 125.57,109.5,5.1
C200612270230A,22.00 120.48,10.0,5.5
C200612272015A,-5.75 154.42,375.4,5.7
C200612291631A,-3.73 151.90,36.0,5.0
C200612300710A,13.41 145.98,35.0,5.0
C200612300830A,13.31 51.37,15.0,5.9
C200612301433A,5.50 -82.49,16.2,5.1
C200612301739A,-49.75 -115.75,10.0,0.0
C200612301742A,13.79 -90.51,69.8,5.1
C200612302234A,43.37 146.28,10.0,5.2
C200612302330A,34.77 140.37,35.0,4.8
C200612311455A,-37.94 -71.11,20.6,5.5
C200612312248A,-28.59 -112.33,10.0,5.2
C200612312320A,-28.66 -112.77,10.0,4.8
C200701010031A,1.23 67.12,10.0,5.1
C200701010037A,-5.57 133.85,26.5,4.9
C200701010105A,32.80 -39.82,10.0,4.8
B200701020313A,27.11 140.12,354.1,5.0
C200701021336A,47.35 155.62,10.0,5.0
C200701021613A,-17.52 -174.42,122.4,5.2
C200701021743A,-11.24 -79.29,35.0,5.0
C200701021956A,18.74 -107.75,10.0,4.9
C200701031247A,5.45 94.35,30.0,5.4
C200701031259A,-5.01 151.80,65.0,5.2
C200701031904A,1.72 -102.20,10.0,4.8
C200701032322A,-10.36 161.14,115.7,5.2
C200701032331A,-5.44 101.41,30.0,5.4
C200701040019A,47.17 153.88,10.0,4.9
C200701041136A,12.29 144.09,30.4,4.8
C200701050230A,0.55 -25.37,10.0,4.6
C200701051154A,0.25 97.96,30.0,5.2
C200701051523A,12.23 144.02,14.1,4.9
C200701051652A,55.76 -156.06,18.6,5.4
C200701060539A,-60.00 150.00,10.0,0.0
C200701060627A,-1.46 -77.73,180.1,4.8
C200701060731A,-50.56 161.83,10.0,4.2
C200701061054A,11.67 125.90,66.4,5.3
C200701061110A,-20.83 -174.39,33.1,5.1
C200701062055A,0.07 123.67,122.8,5.2
C200701070122A,12.40 143.97,23.3,4.8
C200701070150A,61.91 1.17,10.0,4.7
C200701070801A,47.05 153.88,10.0,5.0
C200701071014A,-17.67 65.73,10.0,4.8
C200701071047A,22.02 98.20,10.0,4.8
C200701071055A,-35.41 -71.30,109.8,5.0
C200701080222A,-9.96 160.91,35.0,5.3
C200701080603A,-16.59 176.38,47.0,4.8
C200701081248A,8.08 92.44,11.0,5.7
C200701081721A,39.80 70.31,18.4,5.8
C200701082012A,44.32 143.97,26.3,5.1
C200701082052A,-18.58 -177.85,406.8,5.6
C200701090527A,19.19 95.29,104.4,5.1
C200701091135A,-56.31 -142.30,10.0,4.8
C200701091549A,59.37 -136.87,20.0,5.7
C200701092052A,14.37 56.47,10.0,4.9
C200701101001A,53.67 -167.72,27.9,5.4
C200701101818A,46.43 153.36,9.6,5.1
C200701110427A,60.96 165.48,10.0,5.2
C200701110850A,-14.55 168.04,20.8,5.0
C200701111431A,-3.65 127.28,13.0,5.8
C200701112034A,43.47 147.08,10.0,5.5
C200701121908A,14.02 -93.55,30.0,4.9
C200701130423A,46.24 154.52,10.0,7.3
C200701131737A,46.91 156.28,10.0,5.7
C200701131937A,47.05 155.53,10.0,5.6
C200701132017A,-21.45 169.68,35.0,5.1
C200701132340A,46.70 156.58,10.0,5.2
C200701140257A,45.69 154.02,10.0,5.1
C200701140522A,46.05 154.66,10.0,4.8
C200701141316A,46.72 155.76,10.0,4.6
C200701141408A,-28.68 74.18,10.0,5.0
C200701141534A,48.24 154.84,10.0,4.9
C200701141544A,46.07 154.51,10.0,5.1
C200701150118A,46.11 154.49,10.0,5.0
C200701150143A,-41.75 -86.75,10.0,0.0
C200701150649A,-41.25 -86.96,10.0,4.5
C200701150758A,-60.92 -34.07,10.0,4.9
C200701150818A,-62.24 154.90,10.0,4.9
C200701151011A,8.78 -39.74,10.0,5.1
C200701151124A,35.32 65.49,10.0,5.0
C200701151725A,-7.70 127.21,124.6,4.9
C200701151817A,34.89 138.64,170.1,5.7
C200701151902B,-21.70 170.46,94.2,5.1
C200701152059A,5.70 126.53,80.2,5.0
C200701152119A,-4.61 -105.14,10.0,5.1
C200701160014A,-4.74 -106.11,10.0,4.8
C200701160153A,-15.18 -174.36,35.0,4.7
C200701160310A,24.00 122.49,35.0,5.3
C200701161218A,-3.60 148.90,103.5,0.0
C200701161252A,41.18 142.71,29.9,5.2
C200701161427A,-3.42 149.70,35.0,4.7
C200701161806A,2.61 126.24,64.3,5.4
C200701170428A,-3.32 139.83,100.8,5.6
C200701170603A,-56.14 -143.71,10.0,0.0
C200701170758A,1.98 89.69,10.0,5.0
C200701170855B,13.63 -91.74,36.4,4.8
C200701170945A,45.92 154.39,11.4,5.4
C200701171608A,-16.63 -73.38,41.6,5.2
C200701171834A,-57.91 -64.53,6.0,5.6
C200701172318A,10.13 58.70,10.0,5.8
C200701180540A,9.63 126.23,87.9,5.2
C200701180621A,30.49 -114.09,10.0,4.0
C200701181527A,-5.49 101.45,17.5,5.4
C200701181820A,23.75 123.75,10.0,0.0
C200701182232A,22.33 -45.09,10.0,5.0
C200701190003A,23.75 123.25,10.0,0.0
C200701190143A,12.99 -89.13,55.3,5.2
C200701190244A,-9.99 109.67,25.0,5.9
C200701191447A,-9.57 -109.45,10.0,4.5
C200701192251A,45.89 -27.55,10.0,4.6
C200701200245A,-5.53 130.43,139.2,5.9
C200701200621A,-55.42 -29.53,10.0,5.7
C200701201156A,37.59 128.48,10.0,4.4
C200701210739A,39.59 42.86,3.1,5.1
C200701211127A,1.07 126.28,22.0,6.7
C200701211732A,1.06 126.35,23.0,5.9
C200701212103A,1.08 125.88,10.0,5.2
C200701212221A,0.99 126.28,10.0,4.8
C200701212345A,1.02 126.26,10.0,5.5
C200701220022A,0.94 126.09,10.0,5.4
C200701220106A,0.98 126.26,10.0,5.2
C200701220427A,-2.55 136.34,35.0,5.3
C200701220433A,-2.50 136.33,35.0,5.6
C200701221022A,51.60 -173.58,43.7,5.0
C200701221644A,2.82 95.81,24.0,5.1
C200701221644B,0.40 126.24,10.0,5.2
C200701221814A,1.13 126.37,10.0,5.2
C200701221925A,-3.32 146.35,10.0,5.4
C200701222140A,-17.75 176.25,10.0,0.0
C200701230416A,-43.14 41.65,10.0,5.4
C200701230437A,-6.82 130.03,112.7,5.8
C200701231134A,46.17 153.15,10.0,5.2
C200701231144A,1.22 126.06,10.0,5.3
C200701231216A,-3.03 136.18,10.0,4.9
C200701231716A,-13.10 167.05,188.1,5.9
C200701232040A,-45.31 -72.19,32.0,5.0
C200701232122A,38.13 28.82,26.6,4.3
C200701232246A,-55.31 -29.38,35.0,5.5
C200701240153A,-2.37 128.06,35.0,4.9
C200701240840A,1.02 125.97,10.0,5.4
C200701240934A,1.12 126.11,19.8,5.3
C200701241435A,-53.24 159.47,10.0,4.6
C200701250006A,15.02 -92.44,118.6,4.7
C200701250426A,-2.70 136.39,50.8,4.8
C200701250620A,-3.26 135.08,10.0,5.0
C200701251059A,22.56 121.93,36.2,5.6
C200701251352A,-16.52 176.63,30.0,4.9
C200701251518A,1.73 97.11,30.0,5.3
C200701252129A,-59.17 157.95,10.0,4.8
C200701252357A,51.77 -175.42,72.1,5.0
C200701260234A,-19.87 -174.48,43.9,5.0
C200701260820A,38.42 40.22,5.5,4.6
C200701262100A,9.12 -40.48,10.0,4.9
C200701262212A,14.38 145.32,136.2,4.9
C200701270016A,-59.83 150.37,10.0,5.1
C200701270119A,1.31 126.53,10.0,4.9
C200701270700A,1.28 126.56,10.0,5.2
C200701271021A,1.28 126.20,10.0,5.5
C200701271549A,21.95 143.08,10.0,5.0
C200701280253A,-45.16 -72.32,49.7,4.4
C200701280506A,1.22 126.50,10.0,5.3
B200701280812A,-17.75 179.87,567.6,4.8
C200701281209A,1.01 126.31,10.0,5.7
C200701281534A,-54.07 -133.57,10.0,5.4
C200701281716A,-6.60 130.37,106.1,5.3
C200701281952A,41.14 -29.13,10.0,4.5
C200701290135A,-2.13 139.01,28.7,4.9
C200701290412A,-41.75 -91.75,10.0,0.0
B200701290747A,4.60 -72.61,436.5,4.9
C200701291237A,15.09 -94.84,20.1,4.3
C200701291948A,8.36 93.60,30.0,5.3
C200701300148A,1.43 126.17,18.0,5.2
C200701300235A,-37.86 78.00,10.0,4.9
C200701300454A,-54.74 146.30,11.0,6.2
C200701302137A,20.99 144.70,30.0,6.3
B200701310214A,-19.21 169.56,290.7,5.0
C200701310315A,-29.78 -178.00,34.0,6.1
C200701310651A,-11.42 166.20,77.9,5.0
C200701311052A,39.82 70.26,10.0,5.1
C200701311524A,42.30 -126.78,10.0,4.4
C200701311538A,42.35 -126.91,10.0,4.0
C200701311640A,-9.74 159.68,23.2,5.2
C200701312031A,-7.82 107.19,51.7,5.6
C200702010014A,-37.65 78.07,10.0,4.9
C200702011043A,1.22 126.35,10.0,5.5
C200702011245A,1.00 126.00,10.0,5.0
C200702022202A,38.97 71.37,35.0,5.2
C200702022232A,37.69 91.77,10.0,5.3
C200702030528A,-19.87 -176.56,266.2,4.7
C200702030900A,-45.24 -72.24,10.0,5.1
C200702031103A,15.07 146.87,10.0,5.0
C200702031343A,35.81 22.43,59.1,5.2
C200702031647A,-15.13 -174.35,10.0,4.6
C200702031735A,21.90 121.76,10.0,4.7
C200702031931A,13.87 145.21,97.8,5.3
C200702040119A,-0.57 127.47,30.0,5.2
C200702040333A,35.34 -35.94,10.0,4.8
C200702041013A,-17.23 -69.10,172.9,4.8
C200702042056A,19.37 -78.52,10.0,5.7
C200702042117A,-55.88 -122.72,10.0,5.2
C200702042252A,-55.79 -123.45,10.0,5.2
C200702050642A,49.43 155.41,10.0,5.0
C200702050956A,-20.61 -175.65,10.0,5.7
C200702051016A,-20.68 -175.49,15.0,5.6
C200702051019A,-20.67 -175.47,15.0,5.2
C200702051335A,46.58 156.03,10.0,4.9
C200702051637A,-1.40 -14.08,10.0,4.6
C200702052058A,-59.92 -28.23,112.1,5.2
C200702061432A,-56.25 -123.75,10.0,0.0
B200702070229A,-21.00 -178.70,618.3,4.8
C200702070941A,-56.25 -123.25,10.0,0.0
C200702071854A,-17.71 -71.08,63.9,5.5
C200702072240A,69.85 -15.69,10.0,4.4
C200702072300A,69.92 -15.44,10.0,4.4
C200702080715A,46.48 153.24,10.0,5.5
C200702081021A,8.69 -39.47,10.0,5.2
C200702081205B,8.70 -39.31,10.0,4.7
C200702081300A,8.75 -39.25,10.0,0.0
C200702081432A,8.16 -39.28,10.0,5.0
C200702081628A,8.60 -39.43,10.0,5.3
C200702081630A,-9.01 118.82,25.0,5.0
C200702090222A,38.39 39.04,2.6,5.1
C200702090519A,-39.47 78.04,10.0,4.4
C200702091758A,0.95 125.98,10.5,4.8
C200702100603A,-42.98 -71.56,157.3,5.0
C200702102200A,-4.84 -106.01,10.0,4.7
C200702110439A,36.73 72.97,53.8,4.9
C200702110909A,21.34 -106.32,41.2,5.2
C200702111047A,6.18 94.40,67.6,5.6
C200702111534A,43.48 -127.36,10.0,4.5
C200702112103A,5.54 126.28,66.1,5.0
C200702120208A,-4.98 144.98,35.0,5.6
C200702120242A,25.23 124.35,35.0,4.9
C200702121035A,35.80 -10.33,10.0,6.2
C200702121245A,5.56 126.00,29.0,5.9
C200702122033A,47.71 154.32,10.0,5.1
C200702131056A,-6.66 154.65,33.0,5.2
C200702131456A,-1.42 -77.78,174.8,5.2
C200702131838A,13.44 -91.06,44.2,4.5
C200702131922A,-0.44 124.19,84.8,5.5
C200702132003A,-5.67 127.31,10.0,5.2
C200702132115A,36.07 -34.10,10.0,4.7
C200702140129A,-29.59 -112.05,10.0,5.6
C200702140146A,46.54 155.26,10.0,5.4
C200702140241A,36.09 -34.09,10.0,4.6
C200702140810A,33.83 142.35,38.5,5.1
C200702141122A,3.18 126.62,96.1,4.8
C200702141421A,-19.59 -69.82,53.0,5.3
C200702141949A,0.45 97.32,30.0,5.4
C200702142011A,5.21 94.26,30.0,5.3
C200702142046A,0.64 97.23,4.7,5.6
C200702142212A,43.52 -127.45,10.0,5.2
C200702150831A,-22.12 171.91,35.2,4.9
C200702151023A,-32.01 -177.50,10.0,5.2
C200702151027A,-32.06 -177.53,27.3,5.3
C200702151627A,-41.75 -88.75,10.0,0.0
C200702151829A,11.81 141.87,61.7,5.3
C200702152329A,18.58 -106.25,10.0,4.5
C200702160115A,-55.03 -26.46,35.0,5.1
C200702160829A,-35.08 53.98,10.0,4.3
C200702170002A,41.79 143.55,31.0,5.9
C200702170022A,41.77 143.60,35.0,5.1
C200702170323A,11.47 143.27,9.5,4.9
B200702170401A,-3.60 151.23,444.5,4.8
C200702170631A,-7.22 155.88,37.6,5.0
C200702170743A,-7.32 155.86,28.4,5.4
C200702170747A,-7.26 155.89,28.6,5.4
C200702170918A,-7.25 155.85,38.0,5.0
C200702171224A,-7.12 155.83,10.0,4.8
C200702171243A,-7.31 155.76,34.3,5.4
B200702172341A,-4.09 154.45,483.1,5.2
C200702181045A,1.07 97.37,30.0,5.0
C200702181339A,-6.62 154.81,17.7,4.9
C200702181705A,21.97 143.13,10.0,4.8
C200702181713A,-29.80 -177.69,10.0,5.1
C200702181729A,-20.20 173.01,43.9,4.9
C200702182104A,21.68 120.48,35.0,5.1
C200702182137A,6.34 -82.71,26.4,5.5
C200702190016A,-15.67 -71.75,135.4,4.7
C200702190233A,1.76 30.75,28.4,5.6
C200702190455A,-15.36 -173.62,35.0,4.7
C200702190842A,-3.46 149.90,91.2,4.5
C200702191113A,5.56 126.24,29.5,5.5
C200702191142A,12.52 141.69,25.9,5.2
C200702191414A,49.18 -28.41,10.0,5.2
C200702191433A,-20.21 173.09,20.7,5.2
C200702191513A,-4.39 102.98,54.8,5.4
C200702191924A,-23.05 -70.47,10.0,5.5
C200702200804A,-1.03 126.98,11.0,6.2
C200702201425A,-1.03 126.97,11.0,5.9
C200702202312A,-11.23 118.93,40.0,5.1
C200702210219A,-0.94 127.19,28.2,5.6
C200702211105A,38.32 39.27,10.0,5.7
C200702211709A,-24.25 -115.75,10.0,0.0
C200702220320A,-1.10 127.21,24.8,5.1
C200702220559A,-9.60 151.00,50.9,4.7
C200702222136A,-17.03 -172.98,10.0,5.2
C200702230416A,25.97 -110.35,10.0,4.3
C200702230712A,25.95 -110.52,10.0,4.6
C200702230730A,25.99 -110.50,10.0,4.7
C200702231412A,-1.44 -77.97,168.1,5.0
C200702231955A,-45.34 -72.32,25.1,5.6
C200702240153A,-41.24 -85.98,10.0,4.3
C200702240236A,-7.01 -80.49,23.0,5.9
C200702240405A,1.63 116.14,11.0,5.0
C200702240733A,1.10 -85.21,23.6,5.2
C200702240807A,-20.14 173.08,29.5,5.2
C200702240817A,-20.13 173.03,56.9,5.0
C200702241031A,1.05 -85.26,10.0,4.7
C200702241619A,-8.15 156.31,10.0,5.1
C200702241853A,-0.99 126.91,38.8,5.2
C200702241947A,46.74 152.52,10.2,5.4
C200702242343A,51.45 -178.59,35.0,5.4
C200702250118A,26.00 -110.46,10.0,4.7
C200702250149A,33.19 90.66,35.0,5.0
C200702250913A,73.23 7.32,10.0,4.9
C200702251141A,33.09 136.87,41.0,5.0
C200702251500A,26.15 -110.42,10.0,5.3
C200702252013A,73.27 7.88,10.0,4.8
C200702252047A,-29.13 -177.13,10.0,5.5
C200702252153A,73.20 6.78,10.0,5.3
C200702252312A,73.25 6.89,10.0,4.8
C200702260019A,-7.17 -80.61,35.0,4.8
C200702260332A,-28.93 -177.05,35.0,5.0
C200702260849A,9.97 42.88,10.0,4.9
C200702260901A,-15.97 167.52,51.4,5.2
C200702261220A,40.64 -124.87,0.0,5.2
C200702262056A,-55.42 -128.71,10.0,0.0
C200702262349A,-44.77 35.49,10.0,5.3
C200702270044A,-20.12 172.93,57.6,5.1
C200702270135A,-41.60 80.00,10.0,4.7
C200702270347A,-44.84 35.12,10.0,5.0
C200702270524A,63.30 -24.05,10.0,4.5
C200702270551A,63.29 -23.93,10.0,4.7
C200702270942A,17.11 -61.49,51.0,5.0
C200702271614A,-35.94 -106.25,10.0,4.9
C200702271701A,-16.46 -172.03,8.2,5.3
C200702272008A,25.98 -110.46,10.0,4.8
C200702272228A,28.10 55.08,6.0,4.5
C200702280929A,2.48 124.42,292.3,5.0
C200702282313A,-55.24 -29.14,10.0,6.0
C200703010201A,3.78 96.34,74.2,5.6
C200703010508A,10.29 93.06,78.9,5.0
C200703011515A,-0.24 124.36,42.5,5.4
C200703011639A,-18.67 -173.24,26.9,4.9
C200703012245A,26.54 -44.58,10.0,4.7
C200703012302A,26.46 -44.45,10.0,5.2
C200703012304A,26.47 -44.45,10.0,5.3
C200703012311A,26.58 -44.59,10.0,5.5
B200703020906A,-21.61 -177.85,383.1,5.0
C200703021307A,-30.88 -71.19,48.3,5.6
C200703022014A,41.35 142.72,43.4,4.9
C200703030404A,-0.85 134.06,39.7,5.1
C200703031154A,-41.80 -16.11,10.0,5.2
C200703031721A,46.81 152.63,34.3,5.0
C200703031808A,13.80 57.09,10.0,5.1
C200703032008A,0.01 126.81,38.5,5.7
C200703032052A,-55.25 -129.34,10.0,5.3
C200703040250A,-5.83 152.47,37.5,5.2
C200703041126A,33.79 -38.47,10.0,5.0
C200703041143A,33.78 -38.47,10.0,4.6
C200703041225A,35.27 -36.32,10.0,4.7
C200703042231A,-5.40 151.30,52.8,4.9
C200703042239A,34.49 -36.90,10.0,5.2
C200703042349A,-17.57 -173.35,35.0,5.1
C200703050110A,-30.31 -177.75,35.0,5.1
C200703050115A,-30.65 -177.56,35.0,5.2
C200703052309A,-4.30 143.51,116.9,4.9
C200703060009A,-1.05 126.91,31.8,5.3
C200703060349A,-0.49 100.50,19.0,5.9
C200703060549A,-0.48 100.55,20.0,5.9
C200703061253A,-0.40 100.91,20.0,5.1
C200703061305A,2.08 -76.50,43.1,5.0
C200703062130A,-15.09 -74.00,93.0,5.3
C200703070151A,-61.49 159.38,10.0,4.8
C200703070205A,-61.18 161.25,10.0,4.9
C200703071053A,1.96 97.91,35.0,5.7
B200703071920A,-17.80 -178.13,517.7,5.4
C200703072257A,24.06 122.38,42.4,4.8
C200703072301A,3.02 -31.82,10.0,4.9
C200703072327A,-0.04 127.30,115.4,5.2
C200703080047A,-0.01 126.71,71.0,5.2
C200703080503A,29.91 140.20,139.6,5.9
C200703081114A,-58.22 -7.61,10.0,5.6
C200703090322A,43.22 133.53,441.2,6.1
C200703090727A,-11.43 66.25,10.0,5.8
C200703091038A,-6.36 130.17,151.2,5.4
C200703091744A,20.06 121.40,29.1,5.1
C200703092101A,13.26 -87.39,226.1,5.2
C200703101407A,-23.29 -69.71,50.0,5.4
C200703101505A,-22.49 -176.05,40.7,5.0
C200703101703A,74.26 8.71,10.0,5.7
C200703102112A,55.23 161.91,37.6,5.9
C200703110709A,43.99 147.89,49.4,6.0
C200703111238A,-55.75 -1.75,10.0,0.0
C200703120054A,-28.84 -177.01,35.0,5.3
C200703120157A,-28.85 -176.97,35.0,4.9
C200703120808A,-41.20 85.53,10.0,4.9
C200703120959A,-21.05 169.83,68.7,5.4
C200703121244A,36.52 69.30,32.2,4.8
C200703121304A,51.13 179.39,40.8,4.8
C200703121749A,19.78 121.94,27.9,5.1
C200703121859A,46.90 151.77,144.7,5.5
C200703130103A,1.19 126.24,3.3,5.2
C200703130259A,26.26 -110.54,26.1,5.5
C200703130550A,4.17 126.75,71.9,5.4
C200703130557A,4.16 126.79,58.3,5.3
C200703130737A,-55.08 -120.21,10.0,4.9
C200703130905A,-8.13 117.86,10.0,5.5
C200703131547A,-54.24 -120.77,10.0,4.8
C200703140033A,-7.50 129.09,50.9,5.0
C200703140610A,-3.50 149.50,10.0,0.0
C200703140625A,-3.34 149.40,35.0,0.0
C200703140904A,-4.66 133.59,16.6,5.1
C200703142159A,11.51 -86.59,35.0,5.3
C200703142244A,11.57 -86.67,35.0,5.2
C200703150134A,-0.82 127.47,10.0,5.3
C200703150607A,4.14 126.93,10.0,5.4
C200703151248A,-3.88 126.26,29.1,4.8
C200703151313A,16.07 -97.24,12.7,5.1
C200703151626A,-16.94 67.04,10.0,4.8
C200703151830A,35.62 89.43,35.3,4.4
C200703162151A,35.64 89.41,44.6,4.7
C200703171742A,1.13 126.22,35.0,6.0
C200703172243A,4.55 -78.54,10.0,6.0
C200703180125A,42.16 144.00,35.0,5.6
C200703180211A,4.59 -78.50,8.0,6.4
C200703180648A,-9.51 124.53,25.0,5.0
C200703190802A,5.57 -82.69,10.0,4.5
C200703192120A,-60.69 154.09,10.0,5.2
C200703200310A,9.19 126.12,35.0,5.5
C200703200925A,-33.50 -178.27,52.4,5.0
C200703201014A,-33.40 -178.55,35.0,5.0
C200703201601A,-0.75 127.51,10.0,5.3
C200703201703A,72.30 1.02,10.0,4.7
C200703201759A,-31.73 -66.96,133.9,5.0
C200703212307A,15.19 -45.62,10.0,5.2
C200703220545A,48.27 154.63,10.0,5.2
C200703220610A,-3.39 86.78,21.0,5.7
C200703220824A,-22.33 171.47,124.9,5.1
C200703221041A,-16.50 177.50,10.0,0.0
C200703222025A,-28.12 -71.20,42.2,5.2
C200703222129A,-7.56 127.56,160.7,5.4
C200703231555A,-15.11 167.39,127.2,5.2
C200703232138A,27.47 55.15,14.0,4.8
C200703232230A,-18.86 -178.37,613.1,5.6
C200703240739A,-42.62 42.03,10.0,5.3
C200703241338A,-5.69 -11.53,10.0,4.9
C200703241729A,-53.81 140.79,10.0,5.4
C200703241913A,-19.72 -70.14,30.0,5.8
C200703250040A,-20.62 169.36,34.0,6.5
C200703250041A,37.34 136.59,8.0,6.1
C200703250108A,-20.75 169.35,35.0,5.9
C200703250911A,37.26 136.69,14.2,5.4
C200703251357A,38.34 20.42,15.0,5.3
C200703251921A,-27.99 -176.79,54.6,5.2
C200703252157A,-20.96 169.05,7.2,5.2
C200703252216A,37.10 136.45,10.0,5.0
C200703260247A,-17.38 -72.61,26.9,5.2
C200703260636A,21.97 143.02,35.0,5.0
C200703260727A,22.04 142.98,10.0,5.3
C200703260740A,22.07 143.11,10.0,5.4
C200703261038A,-8.28 156.99,10.0,5.3
C200703261117A,6.70 126.18,70.6,5.1
C200703261651A,0.83 125.91,10.0,5.4
C200703262100A,-19.49 -69.62,108.9,5.0
C200703262115A,-61.90 155.17,2.0,4.7
C200703270230A,47.72 -27.54,10.0,4.4
C200703270803B,-15.25 -174.75,10.0,0.0
C200703271213A,48.25 154.20,30.6,5.5
C200703280039A,44.91 146.13,202.8,5.0
C200703281321A,25.42 -109.71,10.0,5.0
C200703281428A,25.50 -109.63,10.0,5.1
C200703281552A,18.11 145.79,172.1,4.7
C200703281842A,19.69 -109.45,10.0,4.8
C200703282057A,-1.40 -77.57,185.9,4.7
C200703282117A,-6.27 29.67,8.0,5.8
C200703290552A,30.89 141.77,39.5,5.1
C200703291440A,-31.59 -71.84,25.1,5.4
C200703291619A,5.03 -82.70,10.0,4.6
C200703291709A,-31.60 -71.71,33.9,5.4
C200703291746A,-31.57 -72.07,4.0,4.8
C200703291832A,-31.58 -71.90,29.1,4.9
C200703292107A,46.09 153.68,10.0,5.4
C200703300905A,44.14 146.01,100.2,5.5
C200703301558A,-14.62 177.77,10.0,5.7
C200703301900A,15.90 -99.05,22.5,5.1
C200703301923A,37.99 30.92,5.9,4.5
C200703302207A,-55.69 -125.47,10.0,4.1
C200703310258A,-33.12 -178.51,0.6,4.9
B200703310341A,-26.14 -179.08,395.1,5.0
C200703310503A,14.49 -93.07,42.9,4.9
C200703310731A,-20.50 168.98,18.0,4.9
C200703311249A,-56.08 -123.27,10.0,5.4
C200703311937A,1.27 122.63,27.6,5.2
C200703312155A,-20.51 169.17,10.0,5.3
C200704010251A,32.35 137.61,378.5,5.3
B200704010517A,-17.94 -178.54,607.8,4.9
C200704010708A,9.20 91.52,30.0,4.9
C200704011525A,-3.42 -11.96,10.0,5.1
C200704012039A,-8.46 157.04,10.0,6.8
C200704012111A,-7.31 155.74,10.0,6.3
C200704020249A,-45.38 -73.06,4.9,5.5
C200704020533A,-7.36 155.36,10.0,5.5
C200704021049A,-7.22 156.24,34.0,5.8
C200704021202A,-8.71 157.62,14.0,6.0
C200704021235A,-8.75 157.64,12.4,5.5
C200704021349A,-7.85 156.48,19.1,5.4
C200704021353A,-8.55 157.53,11.1,5.6
C200704021540A,-7.80 155.78,10.0,5.0
C200704021817A,-7.81 156.55,10.0,5.0
C200704021942A,1.41 125.76,55.0,5.8
C200704022210A,-7.76 155.70,10.0,5.0
C200704022250A,-9.71 154.66,10.0,5.5
C200704022320A,-8.62 157.39,18.0,5.9
C200704022331A,-7.09 155.49,10.0,5.3
C200704030022A,-9.74 154.63,10.0,5.0
C200704030028B,-7.03 155.24,10.0,5.4
C200704030246A,-7.78 155.65,39.5,5.2
C200704030335A,36.45 70.69,222.1,5.7
C200704030521A,-8.78 157.40,10.0,5.4
C200704030911A,-7.22 155.72,10.0,5.2
C200704031157A,-7.84 155.59,27.5,5.4
C200704031204A,-7.86 155.80,8.0,5.8
C200704031348A,-7.90 155.84,10.0,4.7
C200704031349A,-62.91 167.98,10.0,5.0
