Event_name,Location,Depth,Magnitude
B090781B,30.65 141.55,33.0,5.8
B090881A,43.41 146.46,46.0,5.7
B091081A,-23.27 -177.12,33.0,5.2
B091081B,10.68 144.75,13.0,5.6
B091181A,-23.32 179.16,544.0,5.2
B091281A,21.06 99.35,16.0,5.0
B091281B,35.67 73.55,33.0,6.1
B091281C,42.74 143.22,111.0,4.9
B091381A,-60.90 -19.77,10.0,5.3
B091381B,24.88 -46.30,10.0,5.8
B091381C,34.85 25.06,44.0,4.8
B091481A,18.30 -68.89,170.0,5.8
B091581A,-6.37 130.67,86.0,5.9
B091781A,-6.56 127.91,33.0,5.8
C091781B,-22.54 170.48,33.0,5.6
B091981A,23.01 101.35,33.0,5.0
B091981B,-39.08 -74.81,30.0,5.6
B092081A,-22.48 170.76,33.0,5.6
B092081B,-28.22 -176.90,14.0,5.1
B092081C,-6.79 129.52,173.0,5.6
B092081D,-23.08 -66.63,234.0,5.1
B092181A,-22.29 170.58,33.0,5.6
B092181B,-22.25 170.57,33.0,5.7
B092481A,28.97 142.22,33.0,5.7
B092481B,-45.73 79.85,10.0,5.5
B092581A,-29.96 -178.08,78.0,5.9
B092581B,38.52 143.22,15.0,5.5
B092781A,-21.41 168.74,33.0,5.2
B092781B,14.40 -91.63,89.0,5.1
B092781C,-55.29 146.03,10.0,4.9
B092881B,40.18 143.18,31.0,5.5
B092881A,-29.31 -179.23,335.0,5.9
B092981A,-62.13 154.03,10.0,5.4
B093081C,-6.03 146.28,123.0,5.4
B093081A,37.59 -118.89,5.0,5.6
B093081B,-4.80 -112.02,10.0,6.1
B100181A,-33.93 -179.66,33.0,5.5
B100181B,50.68 160.50,33.0,5.9
B100481A,-4.58 146.13,33.0,5.9
B100481B,-9.35 159.26,14.0,5.8
B100481C,-4.67 -111.86,10.0,5.1
B100481D,-1.55 -77.36,204.0,5.2
B100681A,51.45 175.72,23.0,5.2
B100781A,-20.61 -178.80,627.0,5.9
B100781B,-6.40 154.83,63.0,5.8
B100781C,-11.42 66.30,10.0,6.0
B100981B,23.97 -108.70,10.0,5.1
B100981A,-9.98 162.02,56.0,6.1
B101181A,0.43 120.86,92.0,5.6
B101281A,-30.41 -177.58,33.0,5.3
B101381A,-15.28 -173.14,33.0,5.4
B101381B,51.48 157.44,112.0,5.3
B101481A,18.48 145.73,205.0,5.0
B101581A,40.21 142.33,47.0,6.0
C101681A,-33.13 -73.07,32.0,6.1
B101681C,4.27 128.34,56.0,5.3
B101681D,-0.20 -16.51,10.0,5.2
B101681B,-56.36 -27.20,131.0,5.7
B101781A,-7.12 129.03,165.0,6.1
B101781B,-3.18 142.22,16.0,5.8
B101781C,-45.44 -15.19,10.0,5.6
B101781D,4.59 122.66,624.0,5.7
B101881A,8.12 -72.53,54.0,5.4
B101881B,43.26 45.31,33.0,4.9
B101881C,-3.60 152.35,471.0,5.0
B102081A,-18.14 -179.40,636.0,5.6
B102381A,7.58 126.55,159.0,5.2
B102381B,-8.81 106.46,33.0,5.3
B102481A,-24.92 -179.01,386.0,5.2
C102581A,18.01 -102.11,33.0,6.1
C102881A,-31.20 -110.52,10.0,5.6
B103181B,-7.45 128.60,169.0,5.4
B103181A,-13.00 169.18,664.0,5.0
B103181C,-10.06 -79.73,31.0,5.3
B103181D,4.27 62.55,10.0,5.1
B110181A,36.45 70.71,208.0,5.1
B110281B,-52.94 27.30,10.0,5.2
B110281C,-18.91 -69.78,94.0,5.1
B110281D,0.95 -27.08,10.0,4.7
B110281A,12.14 92.91,25.0,5.7
B110381A,-1.78 -78.48,112.0,5.5
B110381C,23.57 126.32,33.0,5.4
C110381B,43.48 -127.89,10.0,5.9
C110481A,-20.02 -174.39,33.0,6.3
B110581C,-21.55 170.15,33.0,5.8
C110681A,-3.53 143.76,33.0,6.2
C110781A,-32.23 -71.37,64.0,6.1
C110781B,-17.21 66.67,10.0,5.9
B110781C,14.60 -90.42,200.0,5.3
B110881A,-6.19 112.16,638.0,5.8
B110881B,37.28 115.02,14.0,5.3
B110881C,61.81 153.67,33.0,5.6
B110981A,53.22 -165.75,33.0,5.5
B110981B,-61.49 -66.37,10.0,5.1
B111081A,19.34 -155.21,10.0,5.3
B111081B,-23.22 -177.52,230.0,5.2
B111181A,-21.67 170.41,120.0,5.3
B111281A,-23.92 -175.57,33.0,5.6
B111281B,-1.01 100.29,54.0,5.2
B111381A,-20.60 -177.87,504.0,5.5
B111481A,54.07 -164.54,66.0,5.1
B111481B,23.69 32.60,10.0,5.1
B111581A,-65.69 179.73,10.0,5.5
B111681A,-55.87 -27.21,80.0,5.5
B111681D,-43.97 -16.20,10.0,5.3
B111681B,-22.12 169.44,44.0,5.9
B111681C,-33.94 -179.76,33.0,5.8
B111781A,-25.95 -70.08,70.0,5.4
B111781B,-22.06 169.43,33.0,5.3
B111781C,15.43 121.51,59.0,5.1
B111881A,-2.11 22.83,33.0,5.8
B111881B,-29.43 -177.28,33.0,5.9
B111981A,40.73 49.19,33.0,5.0
B112081A,79.54 3.56,10.0,4.9
B112281B,43.60 -127.34,10.0,5.0
B112281C,-24.00 -179.81,514.0,5.4
C112281A,18.69 120.88,33.0,6.2
B112381A,42.96 146.23,46.0,5.8
B112381B,36.43 70.67,229.0,5.0
C112481A,-22.46 170.60,36.0,5.7
B112581C,-3.20 142.15,24.0,5.6
B112581D,-4.85 153.52,73.0,5.4
B112581A,-15.23 -173.38,33.0,5.6
B112581B,-20.78 -179.01,618.0,5.9
B112681A,48.82 154.91,48.0,5.5
B112681B,6.48 127.38,53.0,5.5
B112781A,42.88 131.11,543.0,5.7
B112881A,23.81 -45.44,10.0,5.1
B113081A,-17.02 -69.85,133.0,5.4
B120181A,-37.11 179.71,35.0,5.7
B120281A,-7.41 128.80,133.0,5.7
B120281B,40.91 142.55,80.0,5.8
B120281C,-21.82 -179.46,580.0,5.6
B120281D,-15.82 88.39,10.0,5.7
B120581A,29.55 68.96,33.0,5.2
B120581B,14.57 58.09,10.0,5.6
B120681A,-6.20 152.06,33.0,5.9
B120681B,8.04 -38.39,10.0,5.5
B120781A,18.19 147.14,34.0,5.1
B120881A,-1.53 100.59,77.0,5.4
B121181A,-6.15 148.26,76.0,5.7
B121181B,38.77 143.10,27.0,5.3
C121281A,23.86 125.84,33.0,6.0
B121281B,-17.50 -173.42,33.0,5.2
B121281C,4.89 70.15,20.0,5.5
B121381A,-6.43 154.92,62.0,5.9
B121381B,-6.41 154.96,64.0,5.7
B121381D,-3.45 177.55,33.0,5.1
B121381C,-9.50 111.71,57.0,5.6
B121481B,53.81 160.61,55.0,5.4
B121481A,-56.32 -26.35,33.0,5.9
B121581A,-36.28 -71.36,95.0,5.2
B121881A,43.28 147.60,42.0,5.4
C121981A,39.39 25.09,15.0,6.3
B122181A,-8.52 120.68,150.0,5.2
B122181B,14.82 -92.31,73.0,5.3
B122281A,-9.75 154.72,20.0,5.5
B122381A,-3.70 150.66,436.0,5.5
B122381B,-15.36 -173.80,103.0,5.6
C122481A,-29.96 -177.70,33.0,6.1
B122481B,-30.24 -177.28,33.0,5.3
B122481C,-30.37 -177.36,36.0,5.2
B122581A,4.76 118.48,39.0,5.4
B122581B,-30.39 -177.50,33.0,5.5
C122681A,-29.81 -177.85,33.0,6.3
B122781C,-30.01 -177.61,33.0,5.4
B122781A,-2.16 139.83,33.0,5.6
B122781D,-40.51 176.31,38.0,5.4
C122781B,39.00 24.80,33.0,5.3
B122781E,-8.33 -79.97,28.0,5.3
B122881A,-14.97 168.12,33.0,5.7
B122981B,38.80 24.77,10.0,4.9
B122981A,-30.23 -177.92,60.0,5.5
B122981C,21.53 143.58,33.0,5.2
B010182A,-17.94 -178.49,574.0,5.5
B010182C,21.48 143.66,32.0,5.2
C010182B,26.80 142.58,29.0,6.3
B010282A,16.81 -100.25,26.0,5.2
B010282B,16.78 -100.12,19.0,5.4
Z010382A,-0.97 -21.86,10.0,5.8
C010482A,18.03 145.63,590.0,6.1
C010482B,-23.05 -177.47,194.0,6.0
B010582A,-0.90 -21.93,10.0,5.2
B010682A,-10.52 161.33,71.0,5.5
B010782A,-12.15 166.73,156.0,5.8
B010782B,-3.37 177.52,33.0,5.9
B010782C,-31.64 179.56,448.0,5.0
B010882A,14.93 -61.57,184.0,5.2
B010882B,26.12 128.55,33.0,5.3
B010982A,46.98 -66.66,10.0,5.7
C011182A,13.74 124.32,26.0,5.9
B011182B,46.98 -66.66,7.0,5.4
B011282A,-52.54 27.99,10.0,5.7
B011282B,13.18 -87.59,4.0,5.8
B011382A,-9.53 152.10,49.0,6.0
B011382C,-8.04 119.77,180.0,5.5
B011382B,-9.56 152.13,37.0,5.6
B011382D,40.42 -125.10,10.0,4.9
B011482C,-30.04 -176.44,39.0,5.3
B011482A,-9.44 151.88,33.0,5.7
B011482B,9.93 124.27,613.0,5.5
B011582A,-9.49 152.18,33.0,5.9
B011782A,-17.69 -178.89,562.0,5.0
B011782B,5.78 -74.17,40.0,5.2
B011882A,-17.27 167.83,34.0,5.5
C011882B,40.00 24.32,10.0,5.8
B012082C,-3.36 177.38,33.0,5.2
C012082A,6.94 94.03,28.0,5.6
B012082B,7.12 93.97,39.0,5.7
B012082D,-23.65 -174.70,33.0,5.4
B012082E,13.70 -60.40,69.0,5.2
B012182A,19.22 -155.60,10.0,5.5
B012182B,19.20 -155.57,13.0,5.5
B012282A,30.76 89.75,33.0,5.3
B012282B,-19.09 169.17,199.0,5.5
B012382A,23.84 121.65,33.0,5.6
C012382B,31.68 82.29,33.0,6.0
C012482A,13.80 124.36,33.0,5.6
B012582A,53.28 -165.80,58.0,6.0
B012682A,-7.18 146.04,168.0,5.7
B012782A,-6.10 111.67,627.0,5.6
B012882A,-17.85 -179.40,612.0,5.4
B012882B,30.96 141.32,29.0,5.4
B012982A,49.15 147.85,531.0,5.2
B012982B,25.50 -45.29,10.0,5.7
B013082A,16.71 -61.47,70.0,6.0
B013182A,-22.68 -179.24,500.0,5.6
B020182A,-56.13 -25.43,33.0,5.4
B020382B,-40.98 80.79,10.0,5.0
B020382A,36.84 135.56,336.0,5.4
B020482A,-16.95 -172.51,33.0,5.2
B020582A,-40.74 175.69,64.0,5.4
B020682A,41.13 -125.36,5.0,5.1
B020782B,51.78 -176.87,60.0,5.3
B020782C,-23.16 179.31,537.0,5.0
B020782A,29.03 -113.03,10.0,5.0
B021082B,55.88 160.91,135.0,5.4
B021082C,20.44 -45.79,10.0,5.1
B021082A,-22.79 -66.66,226.0,5.9
B021282A,-22.29 171.54,120.0,5.4
B021282B,-13.11 167.55,33.0,5.4
B021382A,5.68 94.79,71.0,5.3
B021382B,-30.18 -177.90,51.0,5.6
B021482A,-47.68 100.15,10.0,5.4
B021482B,38.27 125.68,53.0,5.1
B021582A,-3.43 177.38,33.0,5.6
B021682A,12.63 141.82,47.0,5.3
B022082C,-10.70 166.11,17.0,5.2
B022082D,-16.71 177.23,14.0,5.5
C022082A,-10.83 166.03,35.0,6.0
C022082B,33.61 140.97,17.0,6.1
B022182A,-6.18 102.42,27.0,5.4
B022282A,33.60 141.01,38.0,5.6
B022282B,35.59 73.76,33.0,5.4
B022282C,-10.08 160.98,79.0,5.5
B022382A,-3.39 177.37,16.0,5.4
B022482A,4.40 97.78,47.0,5.4
B022582A,-17.64 -173.10,33.0,5.4
B022682A,-22.32 171.64,106.0,5.4
B022782A,22.26 143.53,127.0,5.9
B022882C,51.56 -178.32,55.0,5.2
B022882D,-29.56 60.77,10.0,5.3
B022882A,-21.65 -173.63,37.0,5.7
B022882B,-11.44 117.27,19.0,5.6
B030282A,-7.29 120.31,573.0,5.5
B030482A,-22.35 173.57,33.0,5.7
B030482B,13.26 -88.99,76.0,5.2
B030582A,-31.67 -179.76,198.0,5.3
B030682C,31.99 131.63,34.0,5.2
B030682A,-0.76 136.27,41.0,5.7
B030682B,36.42 140.49,33.0,5.7
B030782A,38.04 72.73,115.0,5.6
B030782B,-24.98 -175.74,64.0,6.0
B030882A,52.96 159.80,33.0,5.6
B031082A,-56.01 -27.26,104.0,6.0
C031182A,-9.39 118.40,33.0,6.0
B031282A,13.92 123.51,11.0,5.7
B031482A,-6.38 147.49,76.0,5.3
B031582A,1.58 -90.86,10.0,5.2
B031682A,-3.20 177.38,34.0,5.6
B031682B,5.81 -78.32,33.0,5.3
B031782A,11.65 -86.70,60.0,5.2
B031882A,-4.60 101.92,30.0,5.2
B031982A,-2.81 138.88,37.0,5.6
C032182A,42.17 142.48,33.0,6.5
B032182B,42.26 142.59,18.0,5.8
B032182C,-18.51 -175.27,202.0,5.8
B032182D,-52.97 -46.86,10.0,5.4
B032282A,6.74 174.99,33.0,5.6
B032282B,2.48 97.02,39.0,5.3
B032282C,-3.35 177.53,31.0,5.4
B032282D,-19.88 -68.74,126.0,5.1
B032482A,42.22 142.47,33.0,5.4
B032582A,-52.87 -46.93,10.0,5.9
B032582B,-15.31 167.47,107.0,5.4
B032682A,-3.30 143.12,44.0,5.4
B032682B,41.99 142.47,25.0,5.3
B032682C,-6.85 129.40,181.0,5.6
B032682D,-14.29 -176.63,33.0,5.0
B032782A,34.72 140.95,20.0,5.6
B032782C,-3.42 177.60,33.0,5.2
B032782D,-11.11 162.86,62.0,5.3
B032782E,-11.10 162.94,73.0,5.5
B032782B,-11.13 163.17,33.0,5.4
B032882A,-31.45 -178.69,80.0,6.2
B032882C,-13.20 167.14,196.0,5.1
B032882D,-15.63 -175.42,33.0,5.3
B032882B,-12.77 -76.09,95.0,6.0
B032982A,-3.63 145.70,33.0,5.6
B032982B,-15.51 -179.66,23.0,5.9
B032982D,-6.24 147.63,62.0,5.4
B032982C,0.10 123.37,172.0,6.0
B033082A,-52.86 -47.09,10.0,5.2
B040382A,-15.03 168.10,33.0,5.5
B040582A,-15.00 168.09,33.0,5.6
B040682B,14.24 -92.06,64.0,5.3
C040682A,14.27 -92.11,72.0,5.9
B040782A,-2.50 -78.56,88.0,5.2
B040782B,19.07 145.57,175.0,5.2
B040782C,10.66 -85.78,67.0,5.3
B040882A,18.66 86.35,33.0,5.5
B040882B,-20.44 -174.39,33.0,5.6
B040882C,7.43 93.95,33.0,5.2
B040982A,26.47 126.23,123.0,5.5
B041082A,-33.94 58.04,10.0,5.5
B041082C,7.14 -35.75,10.0,5.0
B041082B,17.53 -83.37,10.0,5.8
B041082D,-21.03 -176.30,162.0,5.6
B041182A,-2.95 -78.64,33.0,5.4
B041282A,-30.19 -177.88,35.0,5.8
B041382A,12.23 143.05,66.0,5.5
B041482A,-3.40 177.52,33.0,5.3
B041582A,-4.74 103.16,73.0,5.5
B041582B,54.21 -161.63,59.0,5.3
B041582C,4.73 126.57,109.0,5.2
B041682A,-7.41 128.59,148.0,5.4
B041682B,-15.68 -173.08,36.0,6.1
B041782A,19.83 120.54,37.0,6.2
B041782B,19.83 120.57,33.0,5.5
B041782C,-6.51 130.78,82.0,5.6
B041782D,55.83 160.99,159.0,5.3
B041882A,28.90 142.25,33.0,5.6
B041882B,-3.43 177.47,33.0,5.5
B041882D,14.31 -91.59,85.0,5.3
B041882C,-28.16 -114.07,10.0,5.9
B041982B,-26.04 -178.63,351.0,5.5
B041982C,-22.60 -66.02,250.0,5.3
B041982A,19.82 120.51,36.0,5.8
B042182A,-6.84 129.89,80.0,5.6
B042282A,-3.46 177.61,29.0,5.4
B042382A,51.11 -179.81,46.0,5.6
B042582A,-15.10 167.44,117.0,5.5
B042782A,14.53 -87.72,33.0,5.0
B042782B,-16.98 -174.07,108.0,5.0
B042782C,-4.13 119.04,31.0,5.5
B042782D,-8.33 121.48,37.0,5.3
B042882A,-3.42 177.57,33.0,5.4
B042982A,-24.74 -177.24,143.0,5.3
B042982B,-10.64 41.38,10.0,5.2
B043082A,-56.27 -27.50,114.0,5.7
B050182A,-29.17 -177.42,49.0,5.5
B050182B,-15.80 167.48,33.0,5.5
B050282B,43.61 -28.94,10.0,5.4
C050282A,-29.23 -177.33,54.0,5.8
B050282C,60.12 -141.18,13.0,5.0
B050282D,-29.38 -177.12,33.0,5.2
B050382A,-13.49 -76.11,70.0,5.4
B050382B,-23.47 -68.81,107.0,5.5
B050682A,40.07 71.54,33.0,5.5
B050782A,-6.05 147.23,63.0,5.6
B050782B,-0.67 123.31,90.0,5.9
C050782C,-60.68 -20.83,10.0,6.1
B051082B,10.66 -62.53,97.0,5.3
B051082A,-7.36 123.70,568.0,5.3
B051182A,-7.73 128.47,86.0,5.6
B051282A,-24.55 179.08,562.0,5.6
B051282B,-30.50 -177.84,53.0,5.3
B051382A,-20.44 168.89,31.0,5.1
B051482B,-35.35 -179.70,37.0,5.3
B051482A,-2.93 141.92,10.0,5.5
B051582B,14.92 120.10,65.0,5.2
B051582A,50.54 -129.87,10.0,4.9
B051682A,-3.95 -104.37,10.0,4.8
B051682B,-3.96 -104.33,10.0,5.0
B051782A,-35.35 -103.84,10.0,5.0
B051782B,-3.46 177.54,25.0,5.5
B051882A,52.83 -34.82,10.0,5.0
B051982A,-20.84 169.93,149.0,5.2
B052082B,-1.57 -78.01,169.0,5.1
B052082A,-20.26 168.15,39.0,5.9
B052082C,-27.78 172.16,33.0,5.4
B052182A,-6.71 155.59,89.0,5.4
B052282B,42.08 142.62,50.0,5.2
B052282C,-55.15 158.42,10.0,5.1
B052282A,7.56 94.03,34.0,5.5
B052382A,-3.35 177.40,32.0,6.0
B052482A,48.83 155.01,29.0,6.0
B052582A,-11.89 166.73,219.0,5.4
B052682A,32.98 142.29,28.0,5.3
B052682B,13.63 144.50,142.0,5.3
B052782A,-13.38 -111.62,10.0,5.3
B052782B,-20.80 -178.79,604.0,5.2
B052882A,-20.70 -178.84,628.0,5.3
B052982B,-22.35 -68.37,116.0,5.2
B052982A,42.72 143.18,118.0,5.7
B052982C,-24.99 -70.25,47.0,5.1
B053082A,-5.21 152.49,66.0,5.7
C053182A,55.11 165.38,33.0,5.9
B053182B,7.80 135.74,33.0,5.8
B053182C,38.71 142.09,46.0,5.7
C060182A,-41.63 -74.99,32.0,6.1
B060182B,21.92 101.88,33.0,5.1
B060182C,-14.04 -14.52,10.0,5.2
C060282A,-17.98 -172.63,33.0,6.4
B060382A,-18.89 -68.02,185.0,5.2
B060382B,-12.62 165.78,33.0,5.2
B060382C,52.22 -168.63,33.0,5.3
B060382D,-1.46 147.33,14.0,5.3
B060482A,51.59 -177.37,54.0,5.8
B060482B,4.02 124.52,394.0,5.8
B060482C,44.52 148.23,33.0,5.6
B060582A,-43.10 -75.21,33.0,5.4
B060682A,35.41 -36.01,10.0,5.2
B060682B,-17.95 -172.38,33.0,5.1
B060782C,-60.88 154.58,10.0,5.2
C060782A,16.62 -98.15,51.0,5.9
C060782B,16.59 -98.32,39.0,6.0
B060882A,-41.94 88.31,10.0,5.4
C060982A,-5.72 150.96,76.0,5.8
B060982B,-46.09 95.41,10.0,5.2
B061082A,30.87 141.81,33.0,5.1
B061082B,-21.39 -67.40,199.0,5.0
C061182A,-17.53 -174.46,124.0,6.3
B061182B,85.64 87.33,10.0,5.0
B061182C,-15.09 -179.20,428.0,5.2
B061182D,18.75 -64.38,48.0,5.2
B061282B,85.72 85.93,10.0,5.1
B061282A,30.40 138.20,448.0,5.5
B061382A,-16.07 -177.82,33.0,5.4
B061482A,-4.74 103.05,33.0,5.8
B061582B,-36.52 -98.65,10.0,5.2
B061582A,31.89 99.86,33.0,5.5
B061782A,-15.20 -173.27,65.0,5.5
B061782B,-22.58 171.74,50.0,5.1
B061882B,-34.02 58.37,10.0,5.5
B061882A,-22.63 171.81,33.0,5.6
C061982A,13.25 -89.40,83.0,6.1
B061982B,-14.62 167.77,60.0,5.5
B062082A,30.79 -41.75,10.0,4.8
B062082B,30.70 -41.73,10.0,5.1
B062182A,-10.74 164.12,67.0,5.5
B062282B,37.16 21.27,40.0,5.1
C062282A,-7.36 126.12,450.0,6.2
B062282C,-2.86 129.41,27.0,5.4
B062382B,29.06 138.77,476.0,5.3
B062382A,4.05 124.55,343.0,5.6
B062482A,-44.00 -16.03,10.0,5.6
B062582A,-6.29 103.51,46.0,5.3
B062782A,-55.36 160.41,10.0,5.9
Z063082A,44.69 151.15,33.0,6.6
B070182A,51.39 -179.99,45.0,6.3
B070182B,36.63 70.64,84.0,5.2
B070282B,36.66 71.05,231.0,5.2
B070282C,5.01 126.07,107.0,5.2
B070282A,12.98 -89.29,81.0,5.0
B070382A,-6.21 150.82,75.0,5.5
B070382B,26.57 100.37,33.0,5.1
B070382C,-3.74 28.95,10.0,5.2
C070482A,27.91 136.92,547.0,6.3
B070482B,7.66 -72.19,54.0,5.5
B070482D,19.53 90.62,33.0,5.2
B070482C,-19.37 -173.94,126.0,5.5
B070582A,31.01 130.46,115.0,5.7
B070582B,-20.75 -178.88,617.0,5.5
B070682A,14.21 120.60,149.0,5.3
B070782B,-3.25 177.47,33.0,5.3
B070782C,11.49 -86.39,68.0,5.3
Z070782A,-51.16 160.44,10.0,6.4
B070982A,2.09 126.66,72.0,5.1
B070982B,-21.24 -173.99,55.0,5.3
B071082A,-55.99 146.84,10.0,5.1
B071182A,-16.65 -73.21,39.0,5.3
B071182B,23.73 -44.90,10.0,5.1
B071182C,-3.22 177.55,31.0,5.2
B071182D,27.60 -112.24,10.0,4.9
B071382A,-3.28 177.55,30.0,5.6
B071382B,5.80 125.92,158.0,5.3
B071482A,45.64 143.36,325.0,5.3
B071582A,-3.37 177.62,33.0,5.6
B071582B,-3.39 177.54,33.0,5.2
B071682A,-21.40 -178.93,553.0,5.6
B071782A,-21.70 173.11,33.0,5.5
B071982A,-56.61 -141.76,10.0,5.3
B071982B,-23.95 -66.74,207.0,5.2
B072082A,-52.45 140.46,10.0,5.1
B072282A,36.17 141.81,32.0,5.3
B072282B,-51.12 161.19,10.0,5.2
B072382C,1.05 -27.91,10.0,5.2
B072382D,-39.40 -15.98,10.0,5.3
B072382E,-10.80 111.72,34.0,5.2
C072382A,36.21 141.76,34.0,6.3
B072382B,36.04 141.79,33.0,5.7
B072482A,-52.88 20.86,10.0,5.2
B072582A,36.34 141.69,33.0,5.5
B072682A,13.37 -89.06,67.0,5.1
B072782B,1.25 -90.70,10.0,5.2
B072782A,3.49 128.41,33.0,5.2
B072882A,-55.48 147.39,10.0,5.4
B073082A,-18.63 -173.87,136.0,5.5
B073182A,51.71 176.17,33.0,6.2
B080182A,2.50 -78.85,33.0,5.1
B080282A,-8.92 123.97,33.0,5.5
B080382C,-6.12 149.31,69.0,5.5
B080382B,48.85 89.64,33.0,5.3
B080382A,13.71 146.40,47.0,5.8
B080582A,-7.10 117.30,618.0,5.3
B080582B,-5.82 146.63,114.0,5.6
B080582D,-26.68 -70.66,40.0,5.4
B080582E,-3.38 177.66,33.0,5.2
C080582C,-12.70 165.94,49.0,6.2
B080682A,51.94 -176.11,66.0,5.4
B080682B,-8.48 120.55,35.0,5.6
B080782C,-19.24 -173.34,33.0,5.1
B080782D,-16.23 178.28,33.0,5.1
B080782A,-16.48 -172.82,33.0,5.6
C080782B,-11.18 115.44,33.0,6.1
B080882A,51.05 156.44,140.0,5.3
B080982A,35.61 141.89,33.0,5.2
B080982B,-4.66 151.78,162.0,5.6
B080982C,-12.60 166.07,33.0,5.5
B080982D,-5.00 151.39,144.0,5.5
B081082A,-46.49 95.87,10.0,5.0
B081182A,-3.14 130.33,33.0,5.6
B081182B,-16.42 -172.70,33.0,5.3
C081282A,-4.39 153.17,48.0,5.9
B081282B,34.87 139.48,41.0,5.3
B081282C,-1.19 -24.68,10.0,5.2
B081382A,36.48 141.05,41.0,5.5
B081482B,6.86 -77.81,11.0,5.2
B081482A,-5.06 143.91,96.0,6.0
B081582A,-10.06 -76.35,106.0,5.5
B081582B,36.50 141.03,50.0,5.4
B081682B,14.38 -91.60,76.0,5.0
B081682C,-35.27 179.22,138.0,5.2
B081682A,51.78 -174.06,49.0,5.4
B081782A,9.61 -84.11,47.0,5.4
C081782B,33.73 22.97,10.0,6.0
B081882A,18.07 -105.58,38.0,5.0
B081982A,-19.14 169.56,36.0,5.5
C081982B,6.83 -82.65,33.0,6.3
B082082A,13.93 -90.91,81.0,5.3
B082182A,53.57 -163.65,38.0,5.0
B082282A,-20.55 169.42,33.0,5.8
B082382B,37.77 141.35,91.0,5.1
B082382C,-44.84 -81.83,10.0,5.1
B082382A,36.31 141.50,36.0,5.9
B082382D,-29.04 -111.78,10.0,5.1
B082382E,32.10 140.71,68.0,5.4
B082482A,53.65 -165.44,33.0,5.3
B082482B,-1.72 136.26,33.0,5.4
B082682A,-2.70 -79.91,69.0,5.8
B082782A,-35.52 -104.61,10.0,5.5
B082782B,51.39 -178.28,49.0,5.1
B082782C,-2.31 120.97,55.0,5.4
B082982A,-6.01 112.71,584.0,5.7
B083082A,0.00 -17.60,10.0,5.0
B083082B,54.53 -161.62,35.0,5.2
B090282A,-39.78 176.76,38.0,5.6
B090282B,-48.21 -9.85,10.0,5.2
B090382A,43.93 148.55,33.0,6.0
B090382B,43.84 148.46,33.0,5.8
B090382C,43.77 148.45,33.0,5.7
B090382D,-23.90 -66.63,189.0,5.4
C090382E,-15.23 -173.17,33.0,5.9
C090482A,-15.33 -173.22,33.0,5.8
B090482B,15.55 147.57,42.0,5.5
C090482C,-25.48 -176.40,33.0,6.1
B090482D,-5.64 149.62,152.0,5.7
B090582B,14.13 -91.77,62.0,5.4
B090582A,-15.82 167.99,238.0,5.3
C090682A,29.31 140.28,167.0,6.6
B090682B,56.87 -151.53,26.0,5.7
B090682C,-32.14 -71.46,73.0,5.3
B090882A,27.12 140.11,444.0,5.4
B090882C,-14.65 -173.34,33.0,5.1
B090882B,-34.30 58.15,10.0,5.5
B090982C,-3.27 177.57,33.0,5.4
B090982D,-35.55 -102.42,10.0,5.0
B090982A,15.49 147.57,33.0,5.4
B090982B,-22.10 169.45,33.0,5.5
B091182A,-26.89 -176.33,33.0,5.3
B091182B,-24.17 -67.00,150.0,5.1
B091182C,-58.60 -62.26,10.0,5.2
B091282C,-27.01 -176.43,33.0,5.1
B091282A,52.67 -166.94,33.0,5.7
B091282B,52.85 -166.98,33.0,5.5
B091382A,-3.51 177.58,33.0,5.2
B091482B,-3.47 177.70,33.0,5.4
B091482C,-31.12 -179.55,33.0,5.4
B091482D,-27.07 -176.44,33.0,5.3
C091482A,-7.25 148.06,33.0,5.0
B091582A,-14.52 -70.84,152.0,5.9
B091582B,-21.51 169.31,67.0,5.6
B091682A,-15.34 -173.28,129.0,5.5
B091682B,-3.33 177.60,33.0,5.3
B091682C,-6.96 67.78,10.0,5.1
B091782B,-11.13 162.24,57.0,5.3
B091782C,-17.69 -172.70,31.0,5.2
B091782D,1.76 -90.68,10.0,5.3
B091782E,-54.57 -136.80,10.0,5.4
B091782A,-23.45 -179.95,555.0,5.9
B091882B,-20.05 -172.99,38.0,5.1
B091882A,-7.68 127.48,165.0,5.4
B091882C,-26.92 -176.37,50.0,5.4
B092082A,-26.92 -175.81,33.0,5.5
B092082B,-54.36 143.87,10.0,5.7
B092082C,-26.98 -176.20,33.0,5.3
B092182A,-9.58 151.97,33.0,5.6
B092182B,-9.58 152.25,33.0,5.8
B092482A,0.27 120.75,123.0,5.5
B092482B,5.98 126.67,35.0,5.5
B092582C,-17.60 -179.03,542.0,5.0
B092582A,-11.36 166.29,47.0,5.5
B092582B,-7.10 129.80,94.0,5.5
B092682A,50.04 158.89,42.0,5.5
B092682D,-42.70 -82.26,10.0,5.2
B092682B,47.03 152.32,112.0,5.6
B092682C,6.62 126.77,192.0,5.4
B092682E,-3.44 177.66,25.0,5.4
B092782A,1.26 126.33,56.0,5.5
C092882A,-24.17 -176.75,40.0,6.0
B092982C,14.55 -89.13,15.0,5.1
B092982A,37.35 72.94,33.0,5.4
B092982B,14.51 -89.05,12.0,5.5
B092982D,-7.33 155.76,60.0,5.3
